type,total.truth,total.query,tp,fp,fn,recall,precision,source,F1 score,Reproducibility
SNVs,620,608,590,18,30,0.951612903226,0.970394736842,HCC1395-2-4-15.filter.vcfVSHCC1395-2-4-30.filter.vcf_HCR,0.960912052117,0.961003820034
records,670,657,637,20,33,0.950746268657,0.969558599696,HCC1395-2-4-15.filter.vcfVSHCC1395-2-4-30.filter.vcf_HCR,0.960060286361,0.960152434176
MNPs,12,12,12,0,0,1.0,1.0,HCC1395-2-4-15.filter.vcfVSHCC1395-2-4-30.filter.vcf_HCR,1.0,1.0
indels,35,36,35,1,0,1.0,0.972222222222,HCC1395-3-2.filter.vcfVSHCC1395-1-1.filter.vcf_HCR,0.985915492958,0.986111111111
SNVs,602,593,582,11,20,0.966777408638,0.981450252951,HCC1395-3-2.filter.vcfVSHCC1395-1-1.filter.vcf_HCR,0.974058577406,0.974113830794
records,649,641,629,12,20,0.969183359014,0.98127925117,HCC1395-3-2.filter.vcfVSHCC1395-1-1.filter.vcf_HCR,0.97519379845,0.975231305092
MNPs,12,12,12,0,0,1.0,1.0,HCC1395-3-2.filter.vcfVSHCC1395-1-1.filter.vcf_HCR,1.0,1.0
indels,38,37,37,0,1,0.973684210526,1.0,HCC1395-1-2.filter.vcfVSHCC1395-2-3.filter.vcf_HCR,0.986666666667,0.986842105263
SNVs,602,595,587,8,15,0.975083056478,0.986554621849,HCC1395-1-2.filter.vcfVSHCC1395-2-3.filter.vcf_HCR,0.980785296575,0.980818839164
records,652,644,636,8,16,0.975460122699,0.987577639752,HCC1395-1-2.filter.vcfVSHCC1395-2-3.filter.vcf_HCR,0.981481481482,0.981518881225
MNPs,12,12,12,0,0,1.0,1.0,HCC1395-1-2.filter.vcfVSHCC1395-2-3.filter.vcf_HCR,1.0,1.0
indels,38,36,35,1,3,0.921052631579,0.972222222222,HCC1395-3-3.filter.vcfVSHCC1395-2-2.filter.vcf_HCR,0.945945945946,0.946637426901
SNVs,592,599,583,16,9,0.984797297297,0.973288814691,HCC1395-3-3.filter.vcfVSHCC1395-2-2.filter.vcf_HCR,0.979009235936,0.979043055994
records,643,647,630,17,13,0.979782270607,0.97372488408,HCC1395-3-3.filter.vcfVSHCC1395-2-2.filter.vcf_HCR,0.976744186047,0.976753577343
MNPs,13,12,12,0,1,0.923076923077,1.0,HCC1395-3-3.filter.vcfVSHCC1395-2-2.filter.vcf_HCR,0.96,0.961538461538
indels,38,36,35,1,3,0.921052631579,0.972222222222,HCC1395-3-3.filter.vcfVSHCC1395-3-4-15.filter.vcf_HCR,0.945945945946,0.946637426901
SNVs,592,602,583,19,9,0.984797297297,0.968438538206,HCC1395-3-3.filter.vcfVSHCC1395-3-4-15.filter.vcf_HCR,0.976549413735,0.976617917752
records,643,651,630,21,13,0.979782270607,0.967741935484,HCC1395-3-3.filter.vcfVSHCC1395-3-4-15.filter.vcf_HCR,0.973724884081,0.973762103045
MNPs,13,13,12,1,1,0.923076923077,0.923076923077,HCC1395-3-3.filter.vcfVSHCC1395-3-4-15.filter.vcf_HCR,0.923076923077,0.923076923077
indels,36,36,36,0,0,1.0,1.0,HCC1395-3-4-15.filter.vcfVSHCC1395-2-2.filter.vcf_HCR,1.0,1.0
