,type,JI,source
1428,snps,0.198483,WGS_WUX_2021_3_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
1429,indels,0.17373,WGS_WUX_2021_3_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
1430,snps,0.205396,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSWGS_WUX_2023_2_TNseq_strelka.isec
1431,indels,0.184804,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSWGS_WUX_2023_2_TNseq_strelka.isec
1432,snps,0.196599,WGE_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
1433,indels,0.260184,WGE_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
1434,snps,0.172733,WGS_WUX_2021_2_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
1435,indels,0.181847,WGS_WUX_2021_2_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
1436,snps,0.565329,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2021_3_TNseq_strelka.isec
1437,indels,0.43888,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2021_3_TNseq_strelka.isec
1438,snps,0.18953,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
1439,indels,0.212684,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
1440,snps,0.293591,BGI_T20_WGS_2021_1_TNseq_strelka.isecVSWGS_WUX_2021_3_TNseq_strelka.isec
1441,indels,0.468244,BGI_T20_WGS_2021_1_TNseq_strelka.isecVSWGS_WUX_2021_3_TNseq_strelka.isec
1442,snps,0.102149,BGI_T20_WGS_2021_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
1443,indels,0.245976,BGI_T20_WGS_2021_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
1444,snps,0.312469,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_1_TNseq_strelka.isec
1445,indels,0.469631,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_1_TNseq_strelka.isec
1446,snps,0.259034,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSWGE_WGS_2023_1_TNseq_strelka.isec
1447,indels,0.674943,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSWGE_WGS_2023_1_TNseq_strelka.isec
1448,snps,0.205217,WGS_WUX_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2023_2_TNseq_strelka.isec
1449,indels,0.176407,WGS_WUX_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2023_2_TNseq_strelka.isec
1450,snps,0.435126,BGI_T10_WGS_2023_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
1451,indels,0.585567,BGI_T10_WGS_2023_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
1452,snps,0.293108,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
1453,indels,0.788115,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
1454,snps,0.594033,WGS_WUX_2023_3_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
1455,indels,0.489987,WGS_WUX_2023_3_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
1456,snps,0.185058,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_1_TNseq_strelka.isec
1457,indels,0.203579,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_1_TNseq_strelka.isec
1458,snps,0.274771,BGI_T20_WGS_2021_1_TNseq_strelka.isecVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
1459,indels,0.733526,BGI_T20_WGS_2021_1_TNseq_strelka.isecVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
1460,snps,0.172242,NVG_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec
1461,indels,0.182603,NVG_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec
1462,snps,0.588557,WGS_WUX_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
1463,indels,0.462039,WGS_WUX_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
1464,snps,0.0960502,BGI_T20_WGS_2023_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
1465,indels,0.250536,BGI_T20_WGS_2023_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
1466,snps,0.128441,BGI_T20_WGS_2023_3_TNseq_strelka.isec.HCRVSWGS_WUX_2023_1_TNseq_strelka.isec.HCR
1467,indels,0.310109,BGI_T20_WGS_2023_3_TNseq_strelka.isec.HCRVSWGS_WUX_2023_1_TNseq_strelka.isec.HCR
1468,snps,0.285063,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2021_1_TNseq_strelka.isec
1469,indels,0.749499,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2021_1_TNseq_strelka.isec
1470,snps,0.38329,NVG_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
1471,indels,0.51867,NVG_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
1472,snps,0.188987,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSARD_WGS_2023_1_TNseq_strelka.isec.HCR
1473,indels,0.246477,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSARD_WGS_2023_1_TNseq_strelka.isec.HCR
1474,snps,0.131065,BGI_T20_WGS_2021_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
1475,indels,0.550671,BGI_T20_WGS_2021_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
1476,snps,0.209225,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
1477,indels,0.250784,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
1478,snps,0.0872832,BGI_T20_WGS_2021_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
1479,indels,0.209301,BGI_T20_WGS_2021_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
1480,snps,0.247231,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSARD_WGS_2023_1_TNseq_strelka.isec
1481,indels,0.666373,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSARD_WGS_2023_1_TNseq_strelka.isec
1482,snps,0.306722,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
1483,indels,0.801433,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
1484,snps,0.187927,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_1_TNseq_strelka.isec.HCR
1485,indels,0.667228,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_1_TNseq_strelka.isec.HCR
1486,snps,0.611021,NVG_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_1_TNseq_strelka.isec
1487,indels,0.511562,NVG_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_1_TNseq_strelka.isec
1488,snps,0.174929,BGI_T10_WGS_2021_3_TNseq_strelka.isecVSWGS_WUX_2023_2_TNseq_strelka.isec.HCR
1489,indels,0.146797,BGI_T10_WGS_2021_3_TNseq_strelka.isecVSWGS_WUX_2023_2_TNseq_strelka.isec.HCR
1490,snps,0.157311,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
1491,indels,0.289662,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
1492,snps,0.579263,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec
1493,indels,0.484902,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec
1494,snps,0.0938805,BGI_T20_WGS_2021_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec
1495,indels,0.210738,BGI_T20_WGS_2021_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec
1496,snps,0.187317,BGI_T10_WGS_2023_2_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
1497,indels,0.21122,BGI_T10_WGS_2023_2_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
1498,snps,0.217966,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
1499,indels,0.237206,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
1500,snps,0.129048,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
1501,indels,0.3016,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
1502,snps,0.139535,BGI_T20_WGS_2021_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
1503,indels,0.315602,BGI_T20_WGS_2021_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
1504,snps,0.211769,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2023_3_TNseq_strelka.isec
1505,indels,0.227546,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2023_3_TNseq_strelka.isec
1506,snps,0.196739,WGS_WUX_2023_1_TNseq_strelka.isecVSNVG_WGS_2023_1_TNseq_strelka.isec.HCR
1507,indels,0.202847,WGS_WUX_2023_1_TNseq_strelka.isecVSNVG_WGS_2023_1_TNseq_strelka.isec.HCR
1508,snps,0.124534,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_3_TNseq_strelka.isec.HCR
1509,indels,0.667125,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_3_TNseq_strelka.isec.HCR
1510,snps,0.312751,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_3_TNseq_strelka.isec
1511,indels,0.753613,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_3_TNseq_strelka.isec
1512,snps,0.298956,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2021_3_TNseq_strelka.isec
1513,indels,0.445683,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2021_3_TNseq_strelka.isec
1514,snps,0.0946466,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
1515,indels,0.215331,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
1516,snps,0.272413,NVG_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2021_1_TNseq_strelka.isec
1517,indels,0.635149,NVG_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2021_1_TNseq_strelka.isec
1518,snps,0.501686,WGS_WUX_2021_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
1519,indels,0.292746,WGS_WUX_2021_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
1520,snps,0.559369,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec.HCR
1521,indels,0.403709,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec.HCR
1522,snps,0.175094,BGI_T10_WGS_2021_3_TNseq_strelka.isec.HCRVSWGS_WUX_2023_2_TNseq_strelka.isec
1523,indels,0.152071,BGI_T10_WGS_2021_3_TNseq_strelka.isec.HCRVSWGS_WUX_2023_2_TNseq_strelka.isec
1524,snps,0.193478,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec
1525,indels,0.183113,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec
1526,snps,0.14699,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
1527,indels,0.337358,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
1528,snps,0.178519,WGS_WUX_2021_3_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
1529,indels,0.173043,WGS_WUX_2021_3_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
1530,snps,0.640225,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_3_TNseq_strelka.isec
1531,indels,0.31523,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_3_TNseq_strelka.isec
1532,snps,0.287879,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
1533,indels,0.815417,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
1534,snps,0.198556,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
1535,indels,0.255359,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
1536,snps,0.526974,BGI_T10_WGS_2021_2_TNseq_strelka.isecVSWGS_WUX_2023_2_TNseq_strelka.isec
1537,indels,0.432054,BGI_T10_WGS_2021_2_TNseq_strelka.isecVSWGS_WUX_2023_2_TNseq_strelka.isec
1538,snps,0.169116,ARD_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
1539,indels,0.216355,ARD_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
1540,snps,0.258397,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSWGS_WUX_2023_3_TNseq_strelka.isec
1541,indels,0.454164,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSWGS_WUX_2023_3_TNseq_strelka.isec
1542,snps,0.092249,WGS_WUX_2023_3_TNseq_strelka.isecVSBGI_T20_WGS_2023_3_TNseq_strelka.isec.HCR
1543,indels,0.194117,WGS_WUX_2023_3_TNseq_strelka.isecVSBGI_T20_WGS_2023_3_TNseq_strelka.isec.HCR
1544,snps,0.170268,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_1_TNseq_strelka.isec.HCR
1545,indels,0.542738,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_1_TNseq_strelka.isec.HCR
1546,snps,0.439521,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
1547,indels,0.241244,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
1548,snps,0.126422,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
1549,indels,0.268213,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
1550,snps,0.14455,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_3_TNseq_strelka.isec
1551,indels,0.242122,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_3_TNseq_strelka.isec
1552,snps,0.0916961,WGS_WUX_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2023_3_TNseq_strelka.isec.HCR
1553,indels,0.184983,WGS_WUX_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2023_3_TNseq_strelka.isec.HCR
1554,snps,0.251865,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSNVG_WGS_2023_1_TNseq_strelka.isec
1555,indels,0.62971,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSNVG_WGS_2023_1_TNseq_strelka.isec
1556,snps,0.146508,WGS_WUX_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
1557,indels,0.309174,WGS_WUX_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
1558,snps,0.355535,WGS_WUX_2021_2_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
1559,indels,0.542024,WGS_WUX_2021_2_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
1560,snps,0.142881,BGI_T20_WGS_2021_3_TNseq_strelka.isecVSBGI_T20_WGS_2021_1_TNseq_strelka.isec.HCR
1561,indels,0.24472,BGI_T20_WGS_2021_3_TNseq_strelka.isecVSBGI_T20_WGS_2021_1_TNseq_strelka.isec.HCR
1562,snps,0.0955103,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_2_TNseq_strelka.isec.HCR
1563,indels,0.176905,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_2_TNseq_strelka.isec.HCR
1564,snps,0.189766,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec
1565,indels,0.177487,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec
1566,snps,0.0899153,WGE_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2021_1_TNseq_strelka.isec.HCR
1567,indels,0.219479,WGE_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2021_1_TNseq_strelka.isec.HCR
1568,snps,0.103388,BGI_T20_WGS_2021_3_TNseq_strelka.isecVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
1569,indels,0.162812,BGI_T20_WGS_2021_3_TNseq_strelka.isecVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
1570,snps,0.27934,BGI_T20_WGS_2023_2_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec
1571,indels,0.462648,BGI_T20_WGS_2023_2_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec
1572,snps,0.283781,WGS_WUX_2021_3_TNseq_strelka.isecVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
1573,indels,0.448516,WGS_WUX_2021_3_TNseq_strelka.isecVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
1574,snps,0.151553,BGI_T10_WGS_2023_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
1575,indels,0.716877,BGI_T10_WGS_2023_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
1576,snps,0.0995883,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
1577,indels,0.256273,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
1578,snps,0.56958,NVG_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2021_3_TNseq_strelka.isec
1579,indels,0.478121,NVG_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2021_3_TNseq_strelka.isec
1580,snps,0.636454,WGE_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_2_TNseq_strelka.isec
1581,indels,0.517885,WGE_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_2_TNseq_strelka.isec
1582,snps,0.178955,NVG_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
1583,indels,0.226426,NVG_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
1584,snps,0.0924798,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
1585,indels,0.263399,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
1586,snps,0.17931,BGI_T10_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec
1587,indels,0.146416,BGI_T10_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec
1588,snps,0.0896467,BGI_T20_WGS_2023_2_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
1589,indels,0.214351,BGI_T20_WGS_2023_2_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
1590,snps,0.142555,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
1591,indels,0.566599,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
1592,snps,0.0891632,BGI_T20_WGS_2021_1_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
1593,indels,0.211305,BGI_T20_WGS_2021_1_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
1594,snps,0.266217,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
1595,indels,0.732439,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
1596,snps,0.0760982,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSWGS_WUX_2023_1_TNseq_strelka.isec.HCR
1597,indels,0.146669,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSWGS_WUX_2023_1_TNseq_strelka.isec.HCR
1598,snps,0.14131,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec.HCR
1599,indels,0.519055,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec.HCR
1600,snps,0.540928,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSNVG_WGS_2023_1_TNseq_strelka.isec.HCR
1601,indels,0.802061,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSNVG_WGS_2023_1_TNseq_strelka.isec.HCR
1602,snps,0.118725,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
1603,indels,0.540393,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
1604,snps,0.276857,NVG_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
1605,indels,0.696428,NVG_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
1606,snps,0.099168,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec
1607,indels,0.20921,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec
1608,snps,0.169295,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
1609,indels,0.55289,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
1610,snps,0.127107,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_3_TNseq_strelka.isec
1611,indels,0.215001,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_3_TNseq_strelka.isec
1612,snps,0.188444,WGS_WUX_2023_2_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec
1613,indels,0.148761,WGS_WUX_2023_2_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec
1614,snps,0.201521,NVG_WGS_2023_1_TNseq_strelka.isecVSARD_WGS_2023_1_TNseq_strelka.isec.HCR
1615,indels,0.312366,NVG_WGS_2023_1_TNseq_strelka.isecVSARD_WGS_2023_1_TNseq_strelka.isec.HCR
1616,snps,0.0806098,BGI_T20_WGS_2023_3_TNseq_strelka.isecVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
1617,indels,0.153368,BGI_T20_WGS_2023_3_TNseq_strelka.isecVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
1618,snps,0.214513,WGS_WUX_2021_3_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
1619,indels,0.163818,WGS_WUX_2021_3_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
1620,snps,0.389346,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
1621,indels,0.538806,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
1622,snps,0.488899,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
1623,indels,0.30299,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
1624,snps,0.171884,WGS_WUX_2023_2_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
1625,indels,0.153671,WGS_WUX_2023_2_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
1626,snps,0.0885513,NVG_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
1627,indels,0.252875,NVG_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
1628,snps,0.193357,NVG_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
