,type,JI,source
202,snps,0.504872,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
203,indels,0.721554,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
204,snps,0.0901234,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_3_TNseq_strelka.isec
205,indels,0.150166,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_3_TNseq_strelka.isec
206,snps,0.593309,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec.HCR
207,indels,0.862515,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec.HCR
208,snps,0.634248,BGI_T10_WGS_2021_3_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec
209,indels,0.834222,BGI_T10_WGS_2021_3_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec
210,snps,0.198095,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec
211,indels,0.26029,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec
212,snps,0.174325,BGI_T10_WGS_2021_1_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
213,indels,0.205778,BGI_T10_WGS_2021_1_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
214,snps,0.14996,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
215,indels,0.706177,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
216,snps,0.203256,BGI_T10_WGS_2023_3_TNseq_strelka.isecVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
217,indels,0.258063,BGI_T10_WGS_2023_3_TNseq_strelka.isecVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
218,snps,0.177362,WGS_WUX_2023_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_1_TNseq_strelka.isec
219,indels,0.139061,WGS_WUX_2023_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_1_TNseq_strelka.isec
220,snps,0.0810128,NVG_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_1_TNseq_strelka.isec
221,indels,0.205003,NVG_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_1_TNseq_strelka.isec
222,snps,0.128812,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
223,indels,0.300276,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
224,snps,0.450885,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
225,indels,0.332865,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
226,snps,0.089568,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec
227,indels,0.158566,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec
228,snps,0.186613,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_3_TNseq_strelka.isec
229,indels,0.177319,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_3_TNseq_strelka.isec
230,snps,0.443777,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
231,indels,0.546564,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
232,snps,0.202662,WGS_WUX_2021_3_TNseq_strelka.isecVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
233,indels,0.170955,WGS_WUX_2021_3_TNseq_strelka.isecVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
234,snps,0.483222,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
235,indels,0.337223,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
236,snps,0.0816709,NVG_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2021_2_TNseq_strelka.isec.HCR
237,indels,0.221058,NVG_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2021_2_TNseq_strelka.isec.HCR
238,snps,0.618966,BGI_T10_WGS_2023_3_TNseq_strelka.isecVSBGI_T10_WGS_2023_2_TNseq_strelka.isec
239,indels,0.840173,BGI_T10_WGS_2023_3_TNseq_strelka.isecVSBGI_T10_WGS_2023_2_TNseq_strelka.isec
240,snps,0.31885,BGI_T20_WGS_2021_3_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec
241,indels,0.467837,BGI_T20_WGS_2021_3_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec
242,snps,0.104732,BGI_T10_WGS_2023_3_TNseq_strelka.isecVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
243,indels,0.256326,BGI_T10_WGS_2023_3_TNseq_strelka.isecVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
244,snps,0.485842,BGI_T10_WGS_2021_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
245,indels,0.299333,BGI_T10_WGS_2021_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
246,snps,0.0786143,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSBGI_T7_WGS_2023_1_TNseq_strelka.isec.HCR
247,indels,0.213767,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSBGI_T7_WGS_2023_1_TNseq_strelka.isec.HCR
248,snps,0.178072,NVG_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
249,indels,0.216305,NVG_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
250,snps,0.142455,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_1_TNseq_strelka.isec.HCR
251,indels,0.568255,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_1_TNseq_strelka.isec.HCR
252,snps,0.269267,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSBGI_T10_WGS_2023_2_TNseq_strelka.isec
253,indels,0.737813,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSBGI_T10_WGS_2023_2_TNseq_strelka.isec
254,snps,0.477675,WGS_WUX_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
255,indels,0.307595,WGS_WUX_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
256,snps,0.271464,WGS_WUX_2021_3_TNseq_strelka.isecVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
257,indels,0.446539,WGS_WUX_2021_3_TNseq_strelka.isecVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
258,snps,0.128029,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
259,indels,0.213859,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
260,snps,0.118227,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_1_TNseq_strelka.isec.HCR
261,indels,0.538554,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_1_TNseq_strelka.isec.HCR
262,snps,0.108104,BGI_T10_WGS_2021_2_TNseq_strelka.isecVSBGI_T20_WGS_2021_1_TNseq_strelka.isec.HCR
263,indels,0.237141,BGI_T10_WGS_2021_2_TNseq_strelka.isecVSBGI_T20_WGS_2021_1_TNseq_strelka.isec.HCR
264,snps,0.0880755,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
265,indels,0.261366,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
266,snps,0.192105,BGI_T10_WGS_2021_2_TNseq_strelka.isecVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
267,indels,0.168195,BGI_T10_WGS_2021_2_TNseq_strelka.isecVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
268,snps,0.31036,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSBGI_T20_WGS_2021_1_TNseq_strelka.isec
269,indels,0.799593,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSBGI_T20_WGS_2021_1_TNseq_strelka.isec
270,snps,0.086101,BGI_T20_WGS_2021_1_TNseq_strelka.isec.HCRVSARD_WGS_2023_1_TNseq_strelka.isec
271,indels,0.221326,BGI_T20_WGS_2021_1_TNseq_strelka.isec.HCRVSARD_WGS_2023_1_TNseq_strelka.isec
272,snps,0.170983,BGI_T10_WGS_2023_3_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
273,indels,0.154333,BGI_T10_WGS_2023_3_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
274,snps,0.187936,BGI_T10_WGS_2023_2_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
275,indels,0.213283,BGI_T10_WGS_2023_2_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
276,snps,0.487776,BGI_T10_WGS_2023_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
277,indels,0.745596,BGI_T10_WGS_2023_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
278,snps,0.192728,WGS_WUX_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec
279,indels,0.173527,WGS_WUX_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec
280,snps,0.0859739,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
281,indels,0.176125,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
282,snps,0.17699,NVG_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_3_TNseq_strelka.isec
283,indels,0.172681,NVG_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_3_TNseq_strelka.isec
284,snps,0.17539,WGS_WUX_2021_3_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
285,indels,0.149953,WGS_WUX_2021_3_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
286,snps,0.412549,NVG_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
287,indels,0.540371,NVG_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
288,snps,0.496286,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
289,indels,0.669199,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
290,snps,0.206699,WGS_WUX_2021_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec
291,indels,0.170524,WGS_WUX_2021_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec
292,snps,0.552104,NVG_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_3_TNseq_strelka.isec
293,indels,0.644511,NVG_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_3_TNseq_strelka.isec
294,snps,0.204338,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_1_TNseq_strelka.isec
295,indels,0.250717,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_1_TNseq_strelka.isec
296,snps,0.187963,WGE_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
297,indels,0.175362,WGE_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
298,snps,0.433963,WGS_WUX_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
299,indels,0.229675,WGS_WUX_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
300,snps,0.272991,BGI_T20_WGS_2023_3_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec
301,indels,0.443127,BGI_T20_WGS_2023_3_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec
302,snps,0.103186,BGI_T20_WGS_2021_3_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
303,indels,0.163652,BGI_T20_WGS_2021_3_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
304,snps,0.466395,WGS_WUX_2021_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
305,indels,0.298685,WGS_WUX_2021_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
306,snps,0.287774,BGI_T20_WGS_2023_3_TNseq_strelka.isecVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
307,indels,0.812484,BGI_T20_WGS_2023_3_TNseq_strelka.isecVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
308,snps,0.0936058,BGI_T10_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
309,indels,0.244636,BGI_T10_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
310,snps,0.19026,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSARD_WGS_2023_1_TNseq_strelka.isec
311,indels,0.22474,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSARD_WGS_2023_1_TNseq_strelka.isec
312,snps,0.29448,BGI_T20_WGS_2021_1_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec
313,indels,0.464566,BGI_T20_WGS_2021_1_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec
314,snps,0.388842,BGI_T10_WGS_2023_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
315,indels,0.281413,BGI_T10_WGS_2023_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
316,snps,0.0841125,NVG_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
317,indels,0.252055,NVG_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
318,snps,0.595041,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSWGS_WUX_2021_3_TNseq_strelka.isec
319,indels,0.468413,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSWGS_WUX_2021_3_TNseq_strelka.isec
320,snps,0.141328,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_1_TNseq_strelka.isec.HCR
321,indels,0.672596,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_1_TNseq_strelka.isec.HCR
322,snps,0.219993,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
323,indels,0.241915,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
324,snps,0.599113,BGI_T10_WGS_2021_3_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec
325,indels,0.47027,BGI_T10_WGS_2021_3_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec
326,snps,0.328603,BGI_T10_WGS_2021_2_TNseq_strelka.isecVSBGI_T20_WGS_2021_3_TNseq_strelka.isec
327,indels,0.790039,BGI_T10_WGS_2021_2_TNseq_strelka.isecVSBGI_T20_WGS_2021_3_TNseq_strelka.isec
328,snps,0.165361,ARD_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
329,indels,0.227282,ARD_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
330,snps,0.139442,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSWGE_WGS_2023_1_TNseq_strelka.isec.HCR
331,indels,0.706407,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSWGE_WGS_2023_1_TNseq_strelka.isec.HCR
332,snps,0.159685,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_2_TNseq_strelka.isec
333,indels,0.215258,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_2_TNseq_strelka.isec
334,snps,0.268407,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSBGI_T10_WGS_2023_1_TNseq_strelka.isec
335,indels,0.734819,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSBGI_T10_WGS_2023_1_TNseq_strelka.isec
336,snps,0.0958661,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSWGE_WGS_2023_1_TNseq_strelka.isec
337,indels,0.21461,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSWGE_WGS_2023_1_TNseq_strelka.isec
338,snps,0.462862,NVG_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
339,indels,0.652614,NVG_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
340,snps,0.574939,WGS_WUX_2023_2_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec
341,indels,0.397616,WGS_WUX_2023_2_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec
342,snps,0.200742,NVG_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_2_TNseq_strelka.isec.HCR
343,indels,0.209285,NVG_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_2_TNseq_strelka.isec.HCR
344,snps,0.0898014,WGS_WUX_2023_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
345,indels,0.179331,WGS_WUX_2023_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
346,snps,0.284398,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
347,indels,0.738722,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
348,snps,0.433742,BGI_T10_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
349,indels,0.587696,BGI_T10_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
350,snps,0.0941578,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2021_1_TNseq_strelka.isec.HCR
351,indels,0.207011,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2021_1_TNseq_strelka.isec.HCR
352,snps,0.303221,WGE_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2021_3_TNseq_strelka.isec
353,indels,0.681939,WGE_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2021_3_TNseq_strelka.isec
354,snps,0.180597,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
355,indels,0.14229,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
356,snps,0.0805518,BGI_T20_WGS_2023_3_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
357,indels,0.152761,BGI_T20_WGS_2023_3_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
358,snps,0.438797,BGI_T10_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
359,indels,0.253861,BGI_T10_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
360,snps,0.195546,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
361,indels,0.219922,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
362,snps,0.187946,BGI_T10_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec
363,indels,0.215407,BGI_T10_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec
364,snps,0.555412,WGS_WUX_2021_2_TNseq_strelka.isecVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
365,indels,0.493294,WGS_WUX_2021_2_TNseq_strelka.isecVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
366,snps,0.180686,BGI_T10_WGS_2021_2_TNseq_strelka.isecVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
367,indels,0.211261,BGI_T10_WGS_2021_2_TNseq_strelka.isecVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
368,snps,0.0934646,BGI_T20_WGS_2021_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
369,indels,0.210269,BGI_T20_WGS_2021_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
370,snps,0.187764,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
371,indels,0.206113,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
372,snps,0.536088,WGS_WUX_2023_3_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec
373,indels,0.458797,WGS_WUX_2023_3_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec
374,snps,0.178193,BGI_T10_WGS_2023_2_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec
375,indels,0.152061,BGI_T10_WGS_2023_2_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec
376,snps,0.195014,WGS_WUX_2023_1_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
377,indels,0.205026,WGS_WUX_2023_1_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
378,snps,0.091741,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSARD_WGS_2023_1_TNseq_strelka.isec
379,indels,0.216799,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSARD_WGS_2023_1_TNseq_strelka.isec
380,snps,0.456002,BGI_T10_WGS_2021_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
381,indels,0.32583,BGI_T10_WGS_2021_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
382,snps,0.176636,WGS_WUX_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
383,indels,0.145374,WGS_WUX_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
384,snps,0.126196,BGI_T20_WGS_2023_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
385,indels,0.528585,BGI_T20_WGS_2023_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
386,snps,0.137323,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSWGS_WUX_2023_3_TNseq_strelka.isec.HCR
387,indels,0.269007,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSWGS_WUX_2023_3_TNseq_strelka.isec.HCR
388,snps,0.195876,WGE_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
389,indels,0.267767,WGE_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
390,snps,0.473071,WGS_WUX_2023_2_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
391,indels,0.218466,WGS_WUX_2023_2_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
392,snps,0.363021,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
393,indels,0.545721,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
394,snps,0.30119,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec
395,indels,0.443559,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec
396,snps,0.186245,BGI_T10_WGS_2021_2_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
397,indels,0.176196,BGI_T10_WGS_2021_2_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
398,snps,0.0970466,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSWGE_WGS_2023_1_TNseq_strelka.isec
399,indels,0.273454,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSWGE_WGS_2023_1_TNseq_strelka.isec
400,snps,0.185186,BGI_T10_WGS_2021_3_TNseq_strelka.isecVSBGI_T10_WGS_2023_1_TNseq_strelka.isec.HCR
401,indels,0.209254,BGI_T10_WGS_2021_3_TNseq_strelka.isecVSBGI_T10_WGS_2023_1_TNseq_strelka.isec.HCR
402,snps,0.312391,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2021_3_TNseq_strelka.isec
403,indels,0.75453,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2021_3_TNseq_strelka.isec
